,dataset,method,qrcoef,qrratio,replicate,cd,acc,times,memgb,n,k,length,gtee,ad,gtype
0,ASTRAL-III,QR (LE),0.000000e+00,1,0,2,0,74.58,0.220848,101,1000,1600,,,est
1,ASTRAL-III,QR (LE),0.000000e+00,1,1,0,1,86.12,0.218684,101,1000,1600,,,est
2,ASTRAL-III,QR (LE),0.000000e+00,1,2,0,1,61.26,0.221828,101,1000,1600,,,est
3,ASTRAL-III,QR (LE),0.000000e+00,1,3,0,1,69.94,0.218868,101,1000,1600,,,est
4,ASTRAL-III,QR (LE),0.000000e+00,1,4,0,1,68.86,0.224968,101,1000,1600,,,est
5,ASTRAL-III,QR (LE),0.000000e+00,1,5,0,1,71.78,0.220208,101,1000,1600,,,est
6,ASTRAL-III,QR (LE),0.000000e+00,1,6,0,1,69.61,0.219064,101,1000,1600,,,est
7,ASTRAL-III,QR (LE),0.000000e+00,1,7,0,1,67.79,0.219024,101,1000,1600,,,est
8,ASTRAL-III,QR (LE),0.000000e+00,1,8,0,1,72.74,0.219632,101,1000,1600,,,est
9,ASTRAL-III,QR (LE),0.000000e+00,1,9,0,1,63.26,0.219564,101,1000,1600,,,est
10,ASTRAL-III,QR (LE),0.000000e+00,1,10,4,0,75.35,0.220156,101,1000,1600,,,est
11,ASTRAL-III,QR (LE),0.000000e+00,1,11,0,1,72.23,0.219348,101,1000,1600,,,est
12,ASTRAL-III,QR (LE),0.000000e+00,1,12,0,1,70.17,0.219676,101,1000,1600,,,est
13,ASTRAL-III,QR (LE),0.000000e+00,1,13,0,1,71.95,0.219372,101,1000,1600,,,est
14,ASTRAL-III,QR (LE),0.000000e+00,1,14,0,1,59.12,0.218632,101,1000,1600,,,est
15,ASTRAL-III,QR (LE),0.000000e+00,1,15,2,0,76.94,0.226992,101,1000,1600,,,est
16,ASTRAL-III,QR (LE),0.000000e+00,1,16,0,1,71.33,0.222084,101,1000,1600,,,est
17,ASTRAL-III,QR (LE),0.000000e+00,1,17,0,1,61.87,0.21974,101,1000,1600,,,est
18,ASTRAL-III,QR (LE),0.000000e+00,1,18,0,1,80.32,0.219648,101,1000,1600,,,est
19,ASTRAL-III,QR (LE),0.000000e+00,1,19,0,1,63.08,0.21866,101,1000,1600,,,est
20,ASTRAL-III,QR (LE),0.000000e+00,1,20,8,0,68.87,0.21846,101,1000,1600,,,est
21,ASTRAL-III,QR (LE),0.000000e+00,1,21,0,1,67.83,0.2236,101,1000,1600,,,est
22,ASTRAL-III,QR (LE),0.000000e+00,1,22,0,1,62.34,0.218804,101,1000,1600,,,est
23,ASTRAL-III,QR (LE),0.000000e+00,1,23,0,1,67.83,0.219556,101,1000,1600,,,est
24,ASTRAL-III,QR (LE),0.000000e+00,1,24,0,1,61.95,0.218116,101,1000,1600,,,est
25,ASTRAL-III,QR (LE),0.000000e+00,1,25,0,1,52.34,0.219396,101,1000,1600,,,est
26,ASTRAL-III,QR (LE),0.000000e+00,1,26,0,1,57.97,0.221664,101,1000,1600,,,est
27,ASTRAL-III,QR (LE),0.000000e+00,1,27,0,1,56.76,0.219336,101,1000,1600,,,est
28,ASTRAL-III,QR (LE),0.000000e+00,1,28,0,1,54.38,0.220728,101,1000,1600,,,est
29,ASTRAL-III,QR (LE),0.000000e+00,1,29,6,0,55.92,0.21868,101,1000,1600,,,est
30,ASTRAL-III,QR (LE),0.000000e+00,1,30,0,1,57.25,0.218196,101,1000,1600,,,est
31,ASTRAL-III,QR (LE),0.000000e+00,1,31,2,0,65.85,0.218488,101,1000,1600,,,est
32,ASTRAL-III,QR (LE),0.000000e+00,1,32,16,0,53.31,0.221428,101,1000,1600,,,est
33,ASTRAL-III,QR (LE),0.000000e+00,1,33,0,1,51.23,0.219024,101,1000,1600,,,est
34,ASTRAL-III,QR (LE),0.000000e+00,1,34,4,0,51.58,0.22152,101,1000,1600,,,est
35,ASTRAL-III,QR (LE),0.000000e+00,1,35,0,1,55.3,0.219412,101,1000,1600,,,est
36,ASTRAL-III,QR (LE),0.000000e+00,1,36,0,1,53.88,0.219808,101,1000,1600,,,est
37,ASTRAL-III,QR (LE),0.000000e+00,1,37,0,1,54.45,0.218712,101,1000,1600,,,est
38,ASTRAL-III,QR (LE),0.000000e+00,1,38,0,1,45.7,0.22022,101,1000,1600,,,est
39,ASTRAL-III,QR (LE),0.000000e+00,1,39,0,1,50.23,0.222148,101,1000,1600,,,est
40,ASTRAL-III,QR (LE),0.000000e+00,1,40,0,1,63.84,0.220988,101,1000,1600,,,est
41,ASTRAL-III,QR (LE),0.000000e+00,1,41,0,1,54.51,0.219496,101,1000,1600,,,est
42,ASTRAL-III,QR (LE),0.000000e+00,1,42,0,1,54.04,0.219396,101,1000,1600,,,est
43,ASTRAL-III,QR (LE),0.000000e+00,1,43,0,1,42.21,0.218316,101,1000,1600,,,est
44,ASTRAL-III,QR (LE),0.000000e+00,1,44,0,1,47.22,0.219988,101,1000,1600,,,est
45,ASTRAL-III,QR (LE),0.000000e+00,1,45,0,1,45.47,0.222356,101,1000,1600,,,est
46,ASTRAL-III,QR (LE),0.000000e+00,1,46,0,1,43.86,0.219328,101,1000,1600,,,est
47,ASTRAL-III,QR (LE),0.000000e+00,1,47,0,1,49.37,0.223168,101,1000,1600,,,est
48,ASTRAL-III,QR (LE),0.000000e+00,1,48,6,0,50.26,0.220152,101,1000,1600,,,est
49,ASTRAL-III,QR (LE),0.000000e+00,1,49,0,1,43.95,0.221008,101,1000,1600,,,est
50,ASTRAL-III,QR (LE),1.000000e-05,1,0,4,0,73.65,0.22166,101,1000,1600,,,est
51,ASTRAL-III,QR (LE),1.000000e-05,1,1,0,1,102.0,0.219712,101,1000,1600,,,est
52,ASTRAL-III,QR (LE),1.000000e-05,1,2,0,1,55.35,0.21884,101,1000,1600,,,est
53,ASTRAL-III,QR (LE),1.000000e-05,1,3,0,1,69.06,0.221844,101,1000,1600,,,est
54,ASTRAL-III,QR (LE),1.000000e-05,1,4,0,1,65.68,0.219408,101,1000,1600,,,est
55,ASTRAL-III,QR (LE),1.000000e-05,1,5,0,1,72.23,0.218928,101,1000,1600,,,est
56,ASTRAL-III,QR (LE),1.000000e-05,1,6,0,1,62.72,0.220968,101,1000,1600,,,est
57,ASTRAL-III,QR (LE),1.000000e-05,1,7,0,1,67.57,0.219856,101,1000,1600,,,est
58,ASTRAL-III,QR (LE),1.000000e-05,1,8,0,1,71.53,0.22166,101,1000,1600,,,est
59,ASTRAL-III,QR (LE),1.000000e-05,1,9,0,1,64.38,0.21858,101,1000,1600,,,est
60,ASTRAL-III,QR (LE),1.000000e-05,1,10,4,0,73.25,0.219204,101,1000,1600,,,est
61,ASTRAL-III,QR (LE),1.000000e-05,1,11,0,1,75.44,0.21928,101,1000,1600,,,est
62,ASTRAL-III,QR (LE),1.000000e-05,1,12,0,1,64.0,0.219952,101,1000,1600,,,est
63,ASTRAL-III,QR (LE),1.000000e-05,1,13,0,1,70.9,0.21872,101,1000,1600,,,est
64,ASTRAL-III,QR (LE),1.000000e-05,1,14,0,1,59.32,0.221028,101,1000,1600,,,est
65,ASTRAL-III,QR (LE),1.000000e-05,1,15,2,0,71.23,0.221004,101,1000,1600,,,est
66,ASTRAL-III,QR (LE),1.000000e-05,1,16,0,1,71.21000000000001,0.22066,101,1000,1600,,,est
67,ASTRAL-III,QR (LE),1.000000e-05,1,17,0,1,62.84,0.221432,101,1000,1600,,,est
68,ASTRAL-III,QR (LE),1.000000e-05,1,18,0,1,101.91,0.222196,101,1000,1600,,,est
69,ASTRAL-III,QR (LE),1.000000e-05,1,19,0,1,62.42,0.218788,101,1000,1600,,,est
70,ASTRAL-III,QR (LE),1.000000e-05,1,20,8,0,61.56,0.219096,101,1000,1600,,,est
71,ASTRAL-III,QR (LE),1.000000e-05,1,21,0,1,69.28999999999999,0.219344,101,1000,1600,,,est
72,ASTRAL-III,QR (LE),1.000000e-05,1,22,0,1,61.99,0.220384,101,1000,1600,,,est
73,ASTRAL-III,QR (LE),1.000000e-05,1,23,0,1,66.67,0.221796,101,1000,1600,,,est
74,ASTRAL-III,QR (LE),1.000000e-05,1,24,0,1,62.42,0.221276,101,1000,1600,,,est
75,ASTRAL-III,QR (LE),1.000000e-05,1,25,0,1,51.0,0.221392,101,1000,1600,,,est
76,ASTRAL-III,QR (LE),1.000000e-05,1,26,0,1,59.0,0.218888,101,1000,1600,,,est
77,ASTRAL-III,QR (LE),1.000000e-05,1,27,0,1,56.85,0.218808,101,1000,1600,,,est
78,ASTRAL-III,QR (LE),1.000000e-05,1,28,0,1,55.26,0.218432,101,1000,1600,,,est
79,ASTRAL-III,QR (LE),1.000000e-05,1,29,6,0,56.99,0.219288,101,1000,1600,,,est
80,ASTRAL-III,QR (LE),1.000000e-05,1,30,0,1,56.54,0.219304,101,1000,1600,,,est
81,ASTRAL-III,QR (LE),1.000000e-05,1,31,2,0,64.04,0.22088,101,1000,1600,,,est
82,ASTRAL-III,QR (LE),1.000000e-05,1,32,6,0,53.3,0.220172,101,1000,1600,,,est
83,ASTRAL-III,QR (LE),1.000000e-05,1,33,0,1,51.87,0.219276,101,1000,1600,,,est
84,ASTRAL-III,QR (LE),1.000000e-05,1,34,4,0,51.44,0.220272,101,1000,1600,,,est
85,ASTRAL-III,QR (LE),1.000000e-05,1,35,0,1,54.92,0.221476,101,1000,1600,,,est
86,ASTRAL-III,QR (LE),1.000000e-05,1,36,0,1,53.32,0.219644,101,1000,1600,,,est
87,ASTRAL-III,QR (LE),1.000000e-05,1,37,4,0,53.46,0.220132,101,1000,1600,,,est
88,ASTRAL-III,QR (LE),1.000000e-05,1,38,0,1,45.87,0.21928,101,1000,1600,,,est
89,ASTRAL-III,QR (LE),1.000000e-05,1,39,0,1,49.84,0.218884,101,1000,1600,,,est
90,ASTRAL-III,QR (LE),1.000000e-05,1,40,0,1,61.44,0.219984,101,1000,1600,,,est
91,ASTRAL-III,QR (LE),1.000000e-05,1,41,0,1,56.71,0.223384,101,1000,1600,,,est
92,ASTRAL-III,QR (LE),1.000000e-05,1,42,0,1,50.88,0.220012,101,1000,1600,,,est
93,ASTRAL-III,QR (LE),1.000000e-05,1,43,0,1,42.5,0.223036,101,1000,1600,,,est
94,ASTRAL-III,QR (LE),1.000000e-05,1,44,0,1,46.55,0.219524,101,1000,1600,,,est
95,ASTRAL-III,QR (LE),1.000000e-05,1,45,0,1,46.0,0.218712,101,1000,1600,,,est
96,ASTRAL-III,QR (LE),1.000000e-05,1,46,0,1,43.35,0.222852,101,1000,1600,,,est
97,ASTRAL-III,QR (LE),1.000000e-05,1,47,0,1,48.52,0.218872,101,1000,1600,,,est
98,ASTRAL-III,QR (LE),1.000000e-05,1,48,6,0,51.4,0.221516,101,1000,1600,,,est
99,ASTRAL-III,QR (LE),1.000000e-05,1,49,0,1,42.88,0.221788,101,1000,1600,,,est
100,ASTRAL-III,QR (LE),1.000000e-04,1,0,4,0,67.08,0.219736,101,1000,1600,,,est
101,ASTRAL-III,QR (LE),1.000000e-04,1,1,0,1,73.98,0.220152,101,1000,1600,,,est
102,ASTRAL-III,QR (LE),1.000000e-04,1,2,0,1,61.38,0.219296,101,1000,1600,,,est
103,ASTRAL-III,QR (LE),1.000000e-04,1,3,0,1,71.2,0.221072,101,1000,1600,,,est
104,ASTRAL-III,QR (LE),1.000000e-04,1,4,0,1,69.42,0.219364,101,1000,1600,,,est
105,ASTRAL-III,QR (LE),1.000000e-04,1,5,0,1,73.18,0.222124,101,1000,1600,,,est
106,ASTRAL-III,QR (LE),1.000000e-04,1,6,0,1,69.08,0.219752,101,1000,1600,,,est
107,ASTRAL-III,QR (LE),1.000000e-04,1,7,0,1,67.16,0.219892,101,1000,1600,,,est
108,ASTRAL-III,QR (LE),1.000000e-04,1,8,0,1,73.25,0.222264,101,1000,1600,,,est
109,ASTRAL-III,QR (LE),1.000000e-04,1,9,0,1,57.2,0.2191,101,1000,1600,,,est
110,ASTRAL-III,QR (LE),1.000000e-04,1,10,4,0,74.82,0.2201,101,1000,1600,,,est
111,ASTRAL-III,QR (LE),1.000000e-04,1,11,0,1,67.48,0.219144,101,1000,1600,,,est
112,ASTRAL-III,QR (LE),1.000000e-04,1,12,6,0,69.2,0.220892,101,1000,1600,,,est
113,ASTRAL-III,QR (LE),1.000000e-04,1,13,0,1,71.05,0.219488,101,1000,1600,,,est
114,ASTRAL-III,QR (LE),1.000000e-04,1,14,0,1,58.21,0.221432,101,1000,1600,,,est
115,ASTRAL-III,QR (LE),1.000000e-04,1,15,2,0,75.87,0.219616,101,1000,1600,,,est
116,ASTRAL-III,QR (LE),1.000000e-04,1,16,0,1,64.76,0.21896,101,1000,1600,,,est
117,ASTRAL-III,QR (LE),1.000000e-04,1,17,0,1,61.95,0.219988,101,1000,1600,,,est
118,ASTRAL-III,QR (LE),1.000000e-04,1,18,0,1,95.27000000000001,0.223708,101,1000,1600,,,est
119,ASTRAL-III,QR (LE),1.000000e-04,1,19,0,1,62.98,0.219496,101,1000,1600,,,est
120,ASTRAL-III,QR (LE),1.000000e-04,1,20,8,0,68.7,0.218292,101,1000,1600,,,est
121,ASTRAL-III,QR (LE),1.000000e-04,1,21,0,1,69.53,0.220008,101,1000,1600,,,est
122,ASTRAL-III,QR (LE),1.000000e-04,1,22,0,1,58.6,0.220032,101,1000,1600,,,est
123,ASTRAL-III,QR (LE),1.000000e-04,1,23,0,1,60.98,0.2246,101,1000,1600,,,est
124,ASTRAL-III,QR (LE),1.000000e-04,1,24,0,1,62.14,0.218128,101,1000,1600,,,est
125,ASTRAL-III,QR (LE),1.000000e-04,1,25,0,1,50.44,0.218448,101,1000,1600,,,est
126,ASTRAL-III,QR (LE),1.000000e-04,1,26,0,1,59.01,0.22096,101,1000,1600,,,est
127,ASTRAL-III,QR (LE),1.000000e-04,1,27,0,1,57.49,0.219616,101,1000,1600,,,est
128,ASTRAL-III,QR (LE),1.000000e-04,1,28,0,1,53.91,0.218824,101,1000,1600,,,est
129,ASTRAL-III,QR (LE),1.000000e-04,1,29,6,0,57.45,0.218356,101,1000,1600,,,est
130,ASTRAL-III,QR (LE),1.000000e-04,1,30,0,1,55.47,0.220128,101,1000,1600,,,est
131,ASTRAL-III,QR (LE),1.000000e-04,1,31,2,0,64.28,0.218332,101,1000,1600,,,est
132,ASTRAL-III,QR (LE),1.000000e-04,1,32,4,0,53.3,0.218728,101,1000,1600,,,est
133,ASTRAL-III,QR (LE),1.000000e-04,1,33,0,1,50.96,0.218836,101,1000,1600,,,est
134,ASTRAL-III,QR (LE),1.000000e-04,1,34,4,0,52.4,0.219124,101,1000,1600,,,est
135,ASTRAL-III,QR (LE),1.000000e-04,1,35,0,1,55.06,0.22118,101,1000,1600,,,est
136,ASTRAL-III,QR (LE),1.000000e-04,1,36,0,1,53.49,0.219488,101,1000,1600,,,est
137,ASTRAL-III,QR (LE),1.000000e-04,1,37,0,1,54.09,0.218676,101,1000,1600,,,est
138,ASTRAL-III,QR (LE),1.000000e-04,1,38,0,1,46.33,0.220264,101,1000,1600,,,est
139,ASTRAL-III,QR (LE),1.000000e-04,1,39,0,1,50.1,0.219092,101,1000,1600,,,est
140,ASTRAL-III,QR (LE),1.000000e-04,1,40,0,1,64.13,0.219192,101,1000,1600,,,est
141,ASTRAL-III,QR (LE),1.000000e-04,1,41,0,1,54.92,0.21862,101,1000,1600,,,est
142,ASTRAL-III,QR (LE),1.000000e-04,1,42,0,1,49.84,0.22174,101,1000,1600,,,est
143,ASTRAL-III,QR (LE),1.000000e-04,1,43,0,1,42.33,0.21922,101,1000,1600,,,est
144,ASTRAL-III,QR (LE),1.000000e-04,1,44,0,1,47.84,0.219536,101,1000,1600,,,est
145,ASTRAL-III,QR (LE),1.000000e-04,1,45,0,1,45.33,0.218992,101,1000,1600,,,est
146,ASTRAL-III,QR (LE),1.000000e-04,1,46,0,1,43.6,0.223376,101,1000,1600,,,est
147,ASTRAL-III,QR (LE),1.000000e-04,1,47,0,1,48.15,0.218076,101,1000,1600,,,est
148,ASTRAL-III,QR (LE),1.000000e-04,1,48,6,0,50.36,0.219356,101,1000,1600,,,est
149,ASTRAL-III,QR (LE),1.000000e-04,1,49,0,1,42.57,0.221444,101,1000,1600,,,est
150,ASTRAL-III,QR (LE),1.000000e-03,1,0,8,0,74.4,0.221404,101,1000,1600,,,est
151,ASTRAL-III,QR (LE),1.000000e-03,1,1,0,1,73.91,0.220348,101,1000,1600,,,est
152,ASTRAL-III,QR (LE),1.000000e-03,1,2,0,1,60.74,0.219312,101,1000,1600,,,est
153,ASTRAL-III,QR (LE),1.000000e-03,1,3,0,1,70.96000000000001,0.22016,101,1000,1600,,,est
154,ASTRAL-III,QR (LE),1.000000e-03,1,4,0,1,69.4,0.219524,101,1000,1600,,,est
155,ASTRAL-III,QR (LE),1.000000e-03,1,5,0,1,72.88,0.219452,101,1000,1600,,,est
156,ASTRAL-III,QR (LE),1.000000e-03,1,6,0,1,68.08,0.219884,101,1000,1600,,,est
157,ASTRAL-III,QR (LE),1.000000e-03,1,7,0,1,64.54,0.21922,101,1000,1600,,,est
158,ASTRAL-III,QR (LE),1.000000e-03,1,8,0,1,67.56,0.223464,101,1000,1600,,,est
159,ASTRAL-III,QR (LE),1.000000e-03,1,9,0,1,95.0,0.219124,101,1000,1600,,,est
160,ASTRAL-III,QR (LE),1.000000e-03,1,10,4,0,74.87,0.220016,101,1000,1600,,,est
161,ASTRAL-III,QR (LE),1.000000e-03,1,11,0,1,72.26,0.219104,101,1000,1600,,,est
162,ASTRAL-III,QR (LE),1.000000e-03,1,12,0,1,71.57,0.21946,101,1000,1600,,,est
163,ASTRAL-III,QR (LE),1.000000e-03,1,13,0,1,68.3,0.21886,101,1000,1600,,,est
164,ASTRAL-III,QR (LE),1.000000e-03,1,14,0,1,59.56,0.219612,101,1000,1600,,,est
165,ASTRAL-III,QR (LE),1.000000e-03,1,15,2,0,75.83,0.224576,101,1000,1600,,,est
166,ASTRAL-III,QR (LE),1.000000e-03,1,16,0,1,71.1,0.221592,101,1000,1600,,,est
167,ASTRAL-III,QR (LE),1.000000e-03,1,17,0,1,57.32,0.221672,101,1000,1600,,,est
168,ASTRAL-III,QR (LE),1.000000e-03,1,18,6,0,81.49,0.219216,101,1000,1600,,,est
169,ASTRAL-III,QR (LE),1.000000e-03,1,19,0,1,56.65,0.222324,101,1000,1600,,,est
170,ASTRAL-III,QR (LE),1.000000e-03,1,20,8,0,67.5,0.219964,101,1000,1600,,,est
171,ASTRAL-III,QR (LE),1.000000e-03,1,21,0,1,69.22,0.221456,101,1000,1600,,,est
172,ASTRAL-III,QR (LE),1.000000e-03,1,22,0,1,61.68,0.219176,101,1000,1600,,,est
173,ASTRAL-III,QR (LE),1.000000e-03,1,23,0,1,68.78999999999999,0.219536,101,1000,1600,,,est
174,ASTRAL-III,QR (LE),1.000000e-03,1,24,0,1,63.17,0.2189,101,1000,1600,,,est
175,ASTRAL-III,QR (LE),1.000000e-03,1,25,0,1,49.65,0.220092,101,1000,1600,,,est
176,ASTRAL-III,QR (LE),1.000000e-03,1,26,0,1,59.87,0.218356,101,1000,1600,,,est
177,ASTRAL-III,QR (LE),1.000000e-03,1,27,0,1,58.57,0.218416,101,1000,1600,,,est
178,ASTRAL-III,QR (LE),1.000000e-03,1,28,0,1,54.75,0.221504,101,1000,1600,,,est
179,ASTRAL-III,QR (LE),1.000000e-03,1,29,0,1,56.75,0.221448,101,1000,1600,,,est
180,ASTRAL-III,QR (LE),1.000000e-03,1,30,0,1,56.42,0.219572,101,1000,1600,,,est
181,ASTRAL-III,QR (LE),1.000000e-03,1,31,2,0,65.33,0.220056,101,1000,1600,,,est
182,ASTRAL-III,QR (LE),1.000000e-03,1,32,14,0,53.72,0.218444,101,1000,1600,,,est
183,ASTRAL-III,QR (LE),1.000000e-03,1,33,0,1,51.5,0.218428,101,1000,1600,,,est
184,ASTRAL-III,QR (LE),1.000000e-03,1,34,4,0,52.02,0.21918,101,1000,1600,,,est
185,ASTRAL-III,QR (LE),1.000000e-03,1,35,0,1,55.69,0.220584,101,1000,1600,,,est
186,ASTRAL-III,QR (LE),1.000000e-03,1,36,0,1,53.48,0.220376,101,1000,1600,,,est
187,ASTRAL-III,QR (LE),1.000000e-03,1,37,0,1,54.01,0.219396,101,1000,1600,,,est
188,ASTRAL-III,QR (LE),1.000000e-03,1,38,0,1,45.62,0.225392,101,1000,1600,,,est
189,ASTRAL-III,QR (LE),1.000000e-03,1,39,0,1,50.14,0.218932,101,1000,1600,,,est
190,ASTRAL-III,QR (LE),1.000000e-03,1,40,0,1,60.39,0.224804,101,1000,1600,,,est
191,ASTRAL-III,QR (LE),1.000000e-03,1,41,0,1,54.21,0.221276,101,1000,1600,,,est
192,ASTRAL-III,QR (LE),1.000000e-03,1,42,0,1,50.59,0.218364,101,1000,1600,,,est
193,ASTRAL-III,QR (LE),1.000000e-03,1,43,0,1,43.07,0.220604,101,1000,1600,,,est
194,ASTRAL-III,QR (LE),1.000000e-03,1,44,0,1,48.19,0.219768,101,1000,1600,,,est
195,ASTRAL-III,QR (LE),1.000000e-03,1,45,0,1,43.73,0.225372,101,1000,1600,,,est
196,ASTRAL-III,QR (LE),1.000000e-03,1,46,0,1,44.36,0.219532,101,1000,1600,,,est
197,ASTRAL-III,QR (LE),1.000000e-03,1,47,0,1,48.88,0.22442,101,1000,1600,,,est
198,ASTRAL-III,QR (LE),1.000000e-03,1,48,6,0,49.4,0.219756,101,1000,1600,,,est
199,ASTRAL-III,QR (LE),1.000000e-03,1,49,0,1,42.3,0.225056,101,1000,1600,,,est
200,ASTRAL-III,QR (LE),1.000000e-02,1,0,2,0,67.49,0.218336,101,1000,1600,,,est
201,ASTRAL-III,QR (LE),1.000000e-02,1,1,0,1,103.4,0.2193,101,1000,1600,,,est
202,ASTRAL-III,QR (LE),1.000000e-02,1,2,0,1,56.49,0.218648,101,1000,1600,,,est
203,ASTRAL-III,QR (LE),1.000000e-02,1,3,0,1,66.45,0.225536,101,1000,1600,,,est
204,ASTRAL-III,QR (LE),1.000000e-02,1,4,0,1,73.86,0.221456,101,1000,1600,,,est
205,ASTRAL-III,QR (LE),1.000000e-02,1,5,0,1,74.01,0.219032,101,1000,1600,,,est
206,ASTRAL-III,QR (LE),1.000000e-02,1,6,0,1,71.06,0.218244,101,1000,1600,,,est
207,ASTRAL-III,QR (LE),1.000000e-02,1,7,0,1,69.4,0.221376,101,1000,1600,,,est
208,ASTRAL-III,QR (LE),1.000000e-02,1,8,0,1,74.59,0.219436,101,1000,1600,,,est
209,ASTRAL-III,QR (LE),1.000000e-02,1,9,0,1,59.21,0.219756,101,1000,1600,,,est
210,ASTRAL-III,QR (LE),1.000000e-02,1,10,4,0,68.84,0.225376,101,1000,1600,,,est
211,ASTRAL-III,QR (LE),1.000000e-02,1,11,0,1,74.88,0.22124,101,1000,1600,,,est
212,ASTRAL-III,QR (LE),1.000000e-02,1,12,4,0,71.95,0.219524,101,1000,1600,,,est
213,ASTRAL-III,QR (LE),1.000000e-02,1,13,0,1,72.73,0.220152,101,1000,1600,,,est
214,ASTRAL-III,QR (LE),1.000000e-02,1,14,0,1,63.0,0.218464,101,1000,1600,,,est
215,ASTRAL-III,QR (LE),1.000000e-02,1,15,2,0,75.14,0.222888,101,1000,1600,,,est
216,ASTRAL-III,QR (LE),1.000000e-02,1,16,0,1,74.16,0.22116,101,1000,1600,,,est
217,ASTRAL-III,QR (LE),1.000000e-02,1,17,0,1,66.1,0.219856,101,1000,1600,,,est
218,ASTRAL-III,QR (LE),1.000000e-02,1,18,0,1,104.02000000000001,0.220188,101,1000,1600,,,est
219,ASTRAL-III,QR (LE),1.000000e-02,1,19,0,1,62.9,0.224544,101,1000,1600,,,est
220,ASTRAL-III,QR (LE),1.000000e-02,1,20,8,0,61.87,0.220556,101,1000,1600,,,est
221,ASTRAL-III,QR (LE),1.000000e-02,1,21,0,1,70.03999999999999,0.223308,101,1000,1600,,,est
222,ASTRAL-III,QR (LE),1.000000e-02,1,22,0,1,63.33,0.224148,101,1000,1600,,,est
223,ASTRAL-III,QR (LE),1.000000e-02,1,23,0,1,68.61,0.219884,101,1000,1600,,,est
224,ASTRAL-III,QR (LE),1.000000e-02,1,24,0,1,63.34,0.221272,101,1000,1600,,,est
225,ASTRAL-III,QR (LE),1.000000e-02,1,25,0,1,53.61,0.219436,101,1000,1600,,,est
226,ASTRAL-III,QR (LE),1.000000e-02,1,26,2,0,60.19,0.220072,101,1000,1600,,,est
227,ASTRAL-III,QR (LE),1.000000e-02,1,27,0,1,58.8,0.221776,101,1000,1600,,,est
228,ASTRAL-III,QR (LE),1.000000e-02,1,28,0,1,55.76,0.219596,101,1000,1600,,,est
229,ASTRAL-III,QR (LE),1.000000e-02,1,29,6,0,58.51,0.221568,101,1000,1600,,,est
230,ASTRAL-III,QR (LE),1.000000e-02,1,30,0,1,55.86,0.22272,101,1000,1600,,,est
231,ASTRAL-III,QR (LE),1.000000e-02,1,31,2,0,66.18,0.219488,101,1000,1600,,,est
232,ASTRAL-III,QR (LE),1.000000e-02,1,32,16,0,53.65,0.221016,101,1000,1600,,,est
233,ASTRAL-III,QR (LE),1.000000e-02,1,33,0,1,51.01,0.21912,101,1000,1600,,,est
234,ASTRAL-III,QR (LE),1.000000e-02,1,34,4,0,53.15,0.223312,101,1000,1600,,,est
235,ASTRAL-III,QR (LE),1.000000e-02,1,35,0,1,55.73,0.21968,101,1000,1600,,,est
236,ASTRAL-III,QR (LE),1.000000e-02,1,36,0,1,54.46,0.218736,101,1000,1600,,,est
237,ASTRAL-III,QR (LE),1.000000e-02,1,37,4,0,54.01,0.219424,101,1000,1600,,,est
238,ASTRAL-III,QR (LE),1.000000e-02,1,38,0,1,48.06,0.218852,101,1000,1600,,,est
239,ASTRAL-III,QR (LE),1.000000e-02,1,39,0,1,50.62,0.218768,101,1000,1600,,,est
240,ASTRAL-III,QR (LE),1.000000e-02,1,40,0,1,56.97,0.21922,101,1000,1600,,,est
241,ASTRAL-III,QR (LE),1.000000e-02,1,41,0,1,51.04,0.221036,101,1000,1600,,,est
242,ASTRAL-III,QR (LE),1.000000e-02,1,42,0,1,51.69,0.219736,101,1000,1600,,,est
243,ASTRAL-III,QR (LE),1.000000e-02,1,43,0,1,45.67,0.218688,101,1000,1600,,,est
244,ASTRAL-III,QR (LE),1.000000e-02,1,44,0,1,48.92,0.221756,101,1000,1600,,,est
245,ASTRAL-III,QR (LE),1.000000e-02,1,45,0,1,46.09,0.220028,101,1000,1600,,,est
246,ASTRAL-III,QR (LE),1.000000e-02,1,46,0,1,45.49,0.221152,101,1000,1600,,,est
247,ASTRAL-III,QR (LE),1.000000e-02,1,47,0,1,49.54,0.21894,101,1000,1600,,,est
248,ASTRAL-III,QR (LE),1.000000e-02,1,48,6,0,51.42,0.219348,101,1000,1600,,,est
249,ASTRAL-III,QR (LE),1.000000e-02,1,49,0,1,43.58,0.22044,101,1000,1600,,,est
250,ASTRAL-III,QR (LE),1.000000e-01,1,0,6,0,78.71000000000001,0.221356,101,1000,1600,,,est
251,ASTRAL-III,QR (LE),1.000000e-01,1,1,0,1,84.86,0.218588,101,1000,1600,,,est
252,ASTRAL-III,QR (LE),1.000000e-01,1,2,14,0,68.61,0.21856,101,1000,1600,,,est
253,ASTRAL-III,QR (LE),1.000000e-01,1,3,0,1,78.08,0.219728,101,1000,1600,,,est
254,ASTRAL-III,QR (LE),1.000000e-01,1,4,0,1,78.49,0.220324,101,1000,1600,,,est
255,ASTRAL-III,QR (LE),1.000000e-01,1,5,14,0,77.95,0.221272,101,1000,1600,,,est
256,ASTRAL-III,QR (LE),1.000000e-01,1,6,0,1,74.4,0.219892,101,1000,1600,,,est
