,dataset,method,qrcoef,abratio,replicate,cd,acc,times,memgb,n,k,length,gtee,ad,gtype
1503,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,3,0,1,84.61,0.22008,101,1000,200,,,est
1504,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,4,0,1,85.58,0.219416,101,1000,200,,,est
1505,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,5,6,0,63.45,0.218892,101,1000,200,,,est
1506,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,6,6,0,64.39,0.219112,101,1000,200,,,est
1507,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,7,2,0,54.05,0.217444,101,1000,200,,,est
1508,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,8,8,0,62.17,0.218724,101,1000,200,,,est
1509,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,9,2,0,52.71,0.22706,101,1000,200,,,est
1510,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,10,10,0,64.02,0.219584,101,1000,200,,,est
1511,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,11,6,0,62.65,0.219708,101,1000,200,,,est
1512,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,12,4,0,59.75,0.222204,101,1000,200,,,est
1513,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,13,12,0,84.27,0.219252,101,1000,200,,,est
1514,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,14,4,0,80.47,0.21924,101,1000,200,,,est
1515,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,15,4,0,88.56,0.219476,101,1000,200,,,est
1516,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,16,6,0,115.17,0.220484,101,1000,200,,,est
1517,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,17,4,0,52.12,0.222232,101,1000,200,,,est
1518,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,18,4,0,52.63,0.218228,101,1000,200,,,est
1519,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,19,2,0,60.7,0.21952,101,1000,200,,,est
1520,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,20,8,0,65.66,0.224436,101,1000,200,,,est
1521,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,21,6,0,60.18,0.221116,101,1000,200,,,est
1522,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,22,6,0,89.51,0.219844,101,1000,200,,,est
1523,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,23,10,0,58.64,0.218776,101,1000,200,,,est
1524,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,24,6,0,83.84,0.22426,101,1000,200,,,est
1525,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,25,0,1,55.21,0.218588,101,1000,200,,,est
1526,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,26,8,0,64.94,0.219984,101,1000,200,,,est
1527,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,27,6,0,60.14,0.223524,101,1000,200,,,est
1528,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,28,8,0,56.79,0.219028,101,1000,200,,,est
1529,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,29,6,0,62.63,0.22316,101,1000,200,,,est
1530,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,30,12,0,59.95,0.221576,101,1000,200,,,est
1531,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,31,6,0,58.83,0.220204,101,1000,200,,,est
1532,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,32,10,0,59.96,0.219032,101,1000,200,,,est
1533,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,33,6,0,61.35,0.218528,101,1000,200,,,est
1534,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,34,4,0,56.81,0.220076,101,1000,200,,,est
1535,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,35,4,0,64.7,0.224108,101,1000,200,,,est
1536,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,36,0,1,62.84,0.219268,101,1000,200,,,est
1537,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,37,16,0,66.38,0.217788,101,1000,200,,,est
1538,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,38,2,0,54.38,0.21912,101,1000,200,,,est
1539,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,39,14,0,63.09,0.218864,101,1000,200,,,est
1540,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,40,0,1,85.91,0.220192,101,1000,200,,,est
1541,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,41,6,0,79.82,0.218456,101,1000,200,,,est
1542,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,42,16,0,85.11,0.220968,101,1000,200,,,est
1543,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,43,2,0,82.78999999999999,0.220016,101,1000,200,,,est
1544,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,44,2,0,85.77,0.218424,101,1000,200,,,est
1545,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,45,4,0,81.4,0.21882,101,1000,200,,,est
1546,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,46,4,0,77.13,0.2219,101,1000,200,,,est
1547,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,47,4,0,86.07,0.220612,101,1000,200,,,est
1548,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,48,6,0,85.66,0.219768,101,1000,200,,,est
1549,ASTRAL-III,QR (LE),1.000000e-02,0.000000e+00,49,4,0,113.2,0.220276,101,1000,200,,,est
1550,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,0,4,0,87.18,0.222756,101,1000,200,,,est
1551,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,1,6,0,82.67,0.219632,101,1000,200,,,est
1552,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,2,14,0,91.03,0.218744,101,1000,200,,,est
1553,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,3,0,1,85.67,0.219612,101,1000,200,,,est
1554,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,4,0,1,85.06,0.219168,101,1000,200,,,est
1555,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,5,6,0,62.63,0.218608,101,1000,200,,,est
1556,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,6,6,0,62.76,0.220248,101,1000,200,,,est
1557,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,7,2,0,61.96,0.220224,101,1000,200,,,est
1558,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,8,8,0,63.62,0.218668,101,1000,200,,,est
1559,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,9,2,0,61.68,0.219236,101,1000,200,,,est
1560,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,10,10,0,63.32,0.219112,101,1000,200,,,est
1561,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,11,6,0,55.98,0.218916,101,1000,200,,,est
1562,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,12,4,0,60.33,0.219604,101,1000,200,,,est
1563,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,13,12,0,83.7,0.223116,101,1000,200,,,est
1564,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,14,4,0,80.06,0.221328,101,1000,200,,,est
1565,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,15,4,0,87.14,0.2201,101,1000,200,,,est
1566,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,16,6,0,61.34,0.219408,101,1000,200,,,est
1567,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,17,4,0,53.98,0.222856,101,1000,200,,,est
1568,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,18,4,0,59.26,0.22112,101,1000,200,,,est
1569,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,19,2,0,61.43,0.220856,101,1000,200,,,est
1570,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,20,16,0,65.54,0.221596,101,1000,200,,,est
1571,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,21,6,0,60.02,0.219512,101,1000,200,,,est
1572,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,22,6,0,63.2,0.220484,101,1000,200,,,est
1573,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,23,10,0,58.27,0.219528,101,1000,200,,,est
1574,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,24,2,0,84.12,0.219648,101,1000,200,,,est
1575,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,25,14,0,63.07,0.221488,101,1000,200,,,est
1576,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,26,8,0,62.54,0.218872,101,1000,200,,,est
1577,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,27,2,0,54.69,0.219836,101,1000,200,,,est
1578,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,28,6,0,57.1,0.22148,101,1000,200,,,est
1579,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,29,6,0,61.93,0.219372,101,1000,200,,,est
1580,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,30,12,0,58.66,0.218108,101,1000,200,,,est
1581,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,31,6,0,65.73,0.218328,101,1000,200,,,est
1582,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,32,8,0,57.37,0.220868,101,1000,200,,,est
1583,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,33,6,0,62.73,0.219424,101,1000,200,,,est
1584,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,34,4,0,58.1,0.218432,101,1000,200,,,est
1585,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,35,6,0,65.53,0.221128,101,1000,200,,,est
1586,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,36,6,0,61.47,0.21874,101,1000,200,,,est
1587,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,37,8,0,67.22,0.219252,101,1000,200,,,est
1588,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,38,2,0,59.02,0.223048,101,1000,200,,,est
1589,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,39,14,0,62.69,0.220196,101,1000,200,,,est
1590,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,40,0,1,87.03,0.219292,101,1000,200,,,est
1591,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,41,6,0,80.17,0.2248,101,1000,200,,,est
1592,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,42,16,0,86.94,0.224096,101,1000,200,,,est
1593,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,43,2,0,82.55,0.220584,101,1000,200,,,est
1594,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,44,2,0,85.03,0.219784,101,1000,200,,,est
1595,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,45,6,0,81.65,0.219716,101,1000,200,,,est
1596,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,46,4,0,77.75,0.220124,101,1000,200,,,est
1597,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,47,4,0,85.99,0.21796,101,1000,200,,,est
1598,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,48,6,0,82.59,0.219696,101,1000,200,,,est
1599,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-05,49,2,0,121.07,0.221012,101,1000,200,,,est
1600,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,0,16,0,87.02,0.219328,101,1000,200,,,est
1601,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,1,8,0,82.1,0.218728,101,1000,200,,,est
1602,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,2,4,0,88.81,0.21814,101,1000,200,,,est
1603,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,3,0,1,82.03999999999999,0.218588,101,1000,200,,,est
1604,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,4,0,1,85.2,0.219676,101,1000,200,,,est
1605,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,5,6,0,91.33,0.218632,101,1000,200,,,est
1606,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,6,4,0,63.56,0.22148,101,1000,200,,,est
1607,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,7,2,0,62.49,0.218004,101,1000,200,,,est
1608,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,8,8,0,64.0,0.218868,101,1000,200,,,est
1609,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,9,2,0,59.81,0.225012,101,1000,200,,,est
1610,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,10,10,0,56.43,0.220928,101,1000,200,,,est
1611,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,11,6,0,55.15,0.221444,101,1000,200,,,est
1612,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,12,4,0,61.28,0.220912,101,1000,200,,,est
1613,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,13,4,0,83.43,0.218568,101,1000,200,,,est
1614,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,14,4,0,81.19,0.219492,101,1000,200,,,est
1615,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,15,16,0,89.78,0.218568,101,1000,200,,,est
1616,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,16,6,0,63.04,0.21998,101,1000,200,,,est
1617,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,17,4,0,54.3,0.225208,101,1000,200,,,est
1618,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,18,4,0,61.04,0.219408,101,1000,200,,,est
1619,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,19,2,0,61.73,0.224724,101,1000,200,,,est
1620,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,20,4,0,59.5,0.219196,101,1000,200,,,est
1621,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,21,8,0,61.02,0.218864,101,1000,200,,,est
1622,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,22,10,0,55.94,0.221308,101,1000,200,,,est
1623,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,23,10,0,59.68,0.221784,101,1000,200,,,est
1624,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,24,2,0,57.56,0.219292,101,1000,200,,,est
1625,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,25,0,1,60.74,0.222024,101,1000,200,,,est
1626,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,26,12,0,55.2,0.220168,101,1000,200,,,est
1627,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,27,6,0,60.05,0.219648,101,1000,200,,,est
1628,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,28,8,0,56.63,0.21872,101,1000,200,,,est
1629,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,29,6,0,56.12,0.21926,101,1000,200,,,est
1630,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,30,12,0,60.57,0.218948,101,1000,200,,,est
1631,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,31,8,0,66.04,0.221976,101,1000,200,,,est
1632,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,32,8,0,59.68,0.229308,101,1000,200,,,est
1633,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,33,6,0,61.48,0.21926,101,1000,200,,,est
1634,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,34,4,0,57.36,0.220304,101,1000,200,,,est
1635,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,35,4,0,65.87,0.218388,101,1000,200,,,est
1636,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,36,0,1,63.58,0.220192,101,1000,200,,,est
1637,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,37,8,0,66.69,0.220312,101,1000,200,,,est
1638,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,38,2,0,59.21,0.221916,101,1000,200,,,est
1639,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,39,14,0,62.88,0.220172,101,1000,200,,,est
1640,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,40,0,1,84.77,0.21856,101,1000,200,,,est
1641,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,41,6,0,81.0,0.218384,101,1000,200,,,est
1642,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,42,16,0,85.74,0.219292,101,1000,200,,,est
1643,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,43,2,0,84.22,0.21998,101,1000,200,,,est
1644,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,44,2,0,82.88,0.218,101,1000,200,,,est
1645,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,45,4,0,81.71000000000001,0.22012,101,1000,200,,,est
1646,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,46,4,0,76.78999999999999,0.219564,101,1000,200,,,est
1647,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,47,6,0,85.76,0.21886,101,1000,200,,,est
1648,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,48,6,0,83.17,0.219744,101,1000,200,,,est
1649,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-04,49,2,0,113.03999999999999,0.223372,101,1000,200,,,est
1650,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,0,10,0,90.57,0.218064,101,1000,200,,,est
1651,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,1,6,0,83.17,0.2265,101,1000,200,,,est
1652,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,2,4,0,91.94,0.21922,101,1000,200,,,est
1653,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,3,0,1,85.32,0.220264,101,1000,200,,,est
1654,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,4,0,1,86.24,0.221208,101,1000,200,,,est
1655,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,5,8,0,60.95,0.218284,101,1000,200,,,est
1656,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,6,6,0,63.77,0.219328,101,1000,200,,,est
1657,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,7,2,0,62.67,0.218136,101,1000,200,,,est
1658,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,8,8,0,62.47,0.220992,101,1000,200,,,est
1659,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,9,2,0,59.77,0.221044,101,1000,200,,,est
1660,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,10,6,0,63.73,0.220372,101,1000,200,,,est
1661,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,11,6,0,61.62,0.222652,101,1000,200,,,est
1662,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,12,4,0,53.5,0.218556,101,1000,200,,,est
1663,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,13,12,0,84.53,0.219012,101,1000,200,,,est
1664,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,14,4,0,78.45,0.21958,101,1000,200,,,est
1665,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,15,18,0,86.71000000000001,0.220236,101,1000,200,,,est
1666,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,16,6,0,61.41,0.218944,101,1000,200,,,est
1667,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,17,4,0,47.44,0.21844,101,1000,200,,,est
1668,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,18,4,0,58.56,0.220896,101,1000,200,,,est
1669,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,19,2,0,60.74,0.218884,101,1000,200,,,est
1670,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,20,14,0,58.4,0.219132,101,1000,200,,,est
1671,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,21,4,0,60.66,0.22194,101,1000,200,,,est
1672,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,22,6,0,62.09,0.220636,101,1000,200,,,est
1673,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,23,10,0,53.38,0.22074,101,1000,200,,,est
1674,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,24,4,0,83.09,0.22032,101,1000,200,,,est
1675,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,25,14,0,62.42,0.2209,101,1000,200,,,est
1676,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,26,6,0,63.91,0.218484,101,1000,200,,,est
1677,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,27,6,0,60.51,0.223284,101,1000,200,,,est
1678,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,28,6,0,53.27,0.219988,101,1000,200,,,est
1679,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,29,6,0,61.29,0.223016,101,1000,200,,,est
1680,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,30,12,0,59.27,0.219196,101,1000,200,,,est
1681,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,31,8,0,65.56,0.218452,101,1000,200,,,est
1682,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,32,2,0,60.58,0.218868,101,1000,200,,,est
1683,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,33,6,0,56.26,0.220124,101,1000,200,,,est
1684,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,34,4,0,58.84,0.220136,101,1000,200,,,est
1685,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,35,4,0,65.31,0.22064,101,1000,200,,,est
1686,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,36,0,1,57.09,0.219168,101,1000,200,,,est
1687,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,37,12,0,66.72,0.218536,101,1000,200,,,est
1688,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,38,2,0,58.99,0.219612,101,1000,200,,,est
1689,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,39,14,0,55.81,0.218392,101,1000,200,,,est
1690,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,40,0,1,87.22,0.220104,101,1000,200,,,est
1691,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,41,6,0,79.9,0.218584,101,1000,200,,,est
1692,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,42,16,0,87.26,0.218824,101,1000,200,,,est
1693,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,43,2,0,82.42,0.2216,101,1000,200,,,est
1694,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,44,2,0,84.49,0.218828,101,1000,200,,,est
1695,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,45,4,0,81.89,0.218672,101,1000,200,,,est
1696,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,46,4,0,79.23,0.219356,101,1000,200,,,est
1697,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,47,4,0,87.8,0.217928,101,1000,200,,,est
1698,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,48,6,0,88.4,0.219088,101,1000,200,,,est
1699,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-03,49,2,0,114.00999999999999,0.218468,101,1000,200,,,est
1700,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,0,4,0,87.5,0.219316,101,1000,200,,,est
1701,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,1,6,0,83.45,0.220812,101,1000,200,,,est
1702,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,2,4,0,88.37,0.223532,101,1000,200,,,est
1703,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,3,0,1,84.14,0.223468,101,1000,200,,,est
1704,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,4,0,1,85.9,0.220704,101,1000,200,,,est
1705,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,5,4,0,63.87,0.21896,101,1000,200,,,est
1706,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,6,6,0,55.97,0.219284,101,1000,200,,,est
1707,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,7,2,0,63.08,0.220256,101,1000,200,,,est
1708,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,8,12,0,62.86,0.22408,101,1000,200,,,est
1709,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,9,2,0,58.37,0.21948,101,1000,200,,,est
1710,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,10,10,0,64.47,0.21888,101,1000,200,,,est
1711,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,11,6,0,61.3,0.218848,101,1000,200,,,est
1712,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,12,4,0,60.51,0.218832,101,1000,200,,,est
1713,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,13,12,0,82.09,0.217924,101,1000,200,,,est
1714,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,14,4,0,80.88,0.219844,101,1000,200,,,est
1715,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,15,4,0,86.05,0.219124,101,1000,200,,,est
1716,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,16,6,0,61.43,0.217996,101,1000,200,,,est
1717,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,17,4,0,48.38,0.219928,101,1000,200,,,est
1718,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,18,4,0,59.37,0.219672,101,1000,200,,,est
1719,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,19,2,0,61.44,0.22032,101,1000,200,,,est
1720,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,20,16,0,66.72,0.218764,101,1000,200,,,est
1721,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,21,4,0,61.06,0.2209,101,1000,200,,,est
1722,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,22,6,0,63.41,0.219152,101,1000,200,,,est
1723,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,23,10,0,58.79,0.221076,101,1000,200,,,est
1724,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,24,6,0,57.69,0.223372,101,1000,200,,,est
1725,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,25,4,0,64.13,0.220316,101,1000,200,,,est
1726,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,26,6,0,62.54,0.218172,101,1000,200,,,est
1727,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,27,6,0,60.71,0.220224,101,1000,200,,,est
1728,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,28,8,0,59.29,0.219508,101,1000,200,,,est
1729,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,29,6,0,61.27,0.219484,101,1000,200,,,est
1730,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,30,12,0,59.67,0.218796,101,1000,200,,,est
1731,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,31,14,0,66.35,0.21836,101,1000,200,,,est
1732,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,32,8,0,53.29,0.220128,101,1000,200,,,est
1733,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,33,8,0,62.85,0.218932,101,1000,200,,,est
1734,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,34,4,0,56.45,0.225084,101,1000,200,,,est
